province,name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,animates
Bình Dương,Ductaigallery's Apt Pool-Good view,https://www.bluepillow.com/search?p_id=592d49fe7c00cb1410fb46fc&dest=bkng&cat=Apartment&accomodationids=65cad3b8671b07d23c709abf,Không có mô tả,1114384,"Ngã tư Lê Hồng Phong - Đại Lộ Bình Dương, Cảng hàng không quốc tế Tân Sơn Nhất",Không có hạng sao,https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/444738024.jpg?k=8dc64a4e7905fd20019cee7ca87f85bdc214762ce18c000b7d0321a14d461b36&o=,2.6,"Điều hòa nhiệt độ, Xe đưa đón ra sân bay, Ban công, Giường cũi, Thang máy, Trung tâm thể dục, Bể bơi trong nhà, Kệ bàn là, Bếp, Lò vi sóng, Bể bơi ngoài trời, Lò nướng, Sân hiên, Truyền hình cáp, Máy giặt, Có lối đi cho xe lăn, Đỗ xe miễn phí, Wi-Fi miễn phí"
Bình Phước,KHÁCH SẠN - NHÀ HÀNG - COFFEE - TÂN HẠNH,Không có link,Không có mô tả,1002400,"Cảng hàng không quốc tế Tân Sơn Nhất, Hải sản A.Cọp",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPf6GdZCu9oBNJ9UWLZhcyD1icRNHqae7nQqvCf=s10000,3.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Khách Sạn Stylish Tân Khai,Không có link,Không có mô tả,630000,"Cảng hàng không quốc tế Tân Sơn Nhất, LÒ QUAY HEO HOA LƯ",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipO5yqasGAyhnemnrLfH4U2iA0W8ACszmarZ7W_r=s10000,2.6,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly, Smoke-free property"
Bình Phước,Sun Hotel Chơn Thành,Không có link,Không có mô tả,456526,"Vườn Nhà Glamping&Farm Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà hàng tiệc cưới HOA CAU VƯỜN TRẦU",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOU4AZdZUBJ3VvPM_p-odU_eZ7gEL1iEVw9DkG5=s10000,2.9,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,AN LOC HOTEL & SPA,http://www.anlochotelspa.com/,"Khách sạn bình dân có phòng ở bài trí ấm cúng với nhà hàng, khu spa và phòng tập thể dục.",1531156,"Chùa Phật Quốc Vạn Thành, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà hàng Bazan - An Loc Hotel & Spa",Khách sạn 3 sao,https://lh5.googleusercontent.com/p/AF1QipNen1ihyRDxgOSwWfvTyITJrrRPe4emaviZ9UQE=s10000,3.1,"Free breakfast, Free Wi-Fi, Free parking, Hot tub, Air conditioning, Spa, Bar, Restaurant, Room service, Full-service laundry, Child-friendly"
Bình Phước,Nhà Ông Chú homestay,Không có link,Không có mô tả,644228,"Cảng hàng không quốc tế Tân Sơn Nhất, Vườn của By",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMt-oTVuRPhAt36W3ijdvbuWhtFWli2NyjixWVz=s10000,2.5,Free Wi-Fi
Bình Phước,Binh Long Hotel,https://binhlonghotel.com/,Không có mô tả,0,"Chùa Phật Quốc Vạn Thành, Cảng hàng không quốc tế Tân Sơn Nhất, Quán Phở Đồng Tiến",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOX_7Q1DNM6OOI-CBFnbM_YDRwqsAPVQKIf95qF=s10000,3.8,"Free Wi-Fi, Parking, Fitness centre, Room service, Full-service laundry, Accessible"
Bình Phước,Khách Sạn Ngọc Trâm Đồng Xoài Bình Phước,http://khachsandongxoai.com/,"Khách sạn ấm cúng, bình dân, có phòng ở bài trí giản dị, TV màn hình phẳng và máy điều hòa.",0,"Chùa Quang Minh, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà Hàng Hồng Loan",Khách sạn 5 sao,https://lh5.googleusercontent.com/p/AF1QipM3q5RjChS10cip5v6zJOvEWCpPSAjEgt7cKRuu=s10000,3.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,THANH BINH HOTEL,Không có link,Không có mô tả,0,"Chùa Phật Quốc Vạn Thành, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà hàng Bazan - An Loc Hotel & Spa",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipP0aw2sE21PRlG73Sswrs8PvWw7A_mou-0rczTd=s10000,3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Nhà nghỉ Quốc Khánh,Không có link,Không có mô tả,556000,"Bảo tàng tỉnh Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà hàng Hoàng Anh",Không có hạng sao,#VALUE!,3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Hotel Stylish Binh Long,Không có link,Không có mô tả,0,"Chùa Phật Quốc Vạn Thành, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà Hàng Tiệc Cưới Thắng Lợi",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNCDNh4FbJgNXqB7YoOhDTOQCNiFBxkqyeFIolA=s10000,3.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Khách sạn Hùng Oanh,https://bookhotel.kiotviet.vn/hungoanhhotel,Không có mô tả,0,"Tượng Đài Chiến Thắng Đồng Xoài, Cảng hàng không quốc tế Tân Sơn Nhất, Phố Nướng Seoul Trần Hưng Đạo",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipP6eHy2IP-HhhAOZJyRw6ihAiTnz_vq5QFklqjn=s10000,3.6,"Breakfast ($), Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Business centre, Child-friendly"
Bình Phước,Sun Hotel Bình Phước,Không có link,Không có mô tả,0,"Chùa Quang Minh, Cảng hàng không quốc tế Tân Sơn Nhất, Pai 1982 Food & Beer",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipP0dR1BpQyLnIotzriA74mmeeohFRxJ72sl_Aou=s10000,3.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,PARADISE HOTEL,Không có link,Không có mô tả,0,"Bảo tàng tỉnh Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà Hàng Tân Vạn Xuân",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMmZCti9pjVy8opxWLS2uBEyNsl8h_bFTWJMnHU=s10000,3.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Khách sạn Hoàng Hùng,Không có link,Không có mô tả,0,"Vườn Nhà Glamping&Farm Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà hàng tiệc cưới HOA CAU VƯỜN TRẦU",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOroqfrTlzjH1QrhDYfgd4xEH_-DzHHtFfIvK9F=s10000,2.5,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
Bình Phước,Nhà Nghỉ Bảo Ngọc,Không có link,Không có mô tả,400101,"Bảo tàng tỉnh Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà Hàng Phú Trinh",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNoTpnsQUa-SX2pJmQzeDLwIUYQsM2VLYUDseQb=s10000,3.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Happy Hotel Chơn Thành,https://www.facebook.com/HAPPY-MOTEL-106893015381054,Không có mô tả,0,"Vườn Nhà Glamping&Farm Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Làng Chài Restaurant",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOMVkEBZiZksP6dbdY1XA4KMAfbOzK4sReUdFYF=s10000,3.4,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Phước,Hotel Catinat Chơn Thành,Không có link,Không có mô tả,0,"Vườn Nhà Glamping&Farm Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, INCHEON BBQ buffet nướng Hàn Quốc",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMDUIT7Z8V8IA737nRvG2MFOxesLIwT1QeU_fJ5=s10000,3.2,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Full-service laundry"
Bình Phước,Nhà Khách Bình Phước,http://binhphuochotel.com.vn/,Không có mô tả,0,"Bảo tàng tỉnh Bình Phước, Cảng hàng không quốc tế Tân Sơn Nhất, Nhà Hàng Hương Bia",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOnBrczu4pa72pm1Uaejini5K4XPI5pptH6kJPC=s10000,3.4,"Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Smoke-free property"
Bình Thuận,Muine Lodge resort,Không có link,Không có mô tả,543061,"Suối Tiên - Mũi Né, Cảng Hàng Không Quốc Tế Liên Khương, Pho Khue 259 Pho Ga Bo",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOIW_rseqlfYghbAi3YCFLes4SQ0u5EL4VYtsPK=s10000,3.3,"Free breakfast, Free Wi-Fi, Pool, Beach access, Restaurant, Full-service laundry, Child-friendly"
Bình Thuận,Be Villa - Phu Quy Island,https://bookhotel.kiotviet.vn/8D3E91F7,Không có mô tả,1300360,"Phú Quý, Cảng Hàng Không Quốc Tế Liên Khương, Quán nướng bãi biển",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOzLUQ5cy0f3GXJiUuFkAgg8oJdEdzg_qLuhJyl=s10000,3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Thuận,Meraki Oasis,https://www.facebook.com/MerakiOasis,Không có mô tả,912795,"Suối Tiên - Mũi Né, Cảng Hàng Không Quốc Tế Liên Khương, Pho Khue 259 Pho Ga Bo",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNeEQcIxK_aXS_YThH3EllEJnLQb9EMhrjGqxqy=s10000,3.3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Beach access, Restaurant, Full-service laundry, Child-friendly"
Bình Thuận,Cam Bình Resort,http://cambinhresort.com/,Không có mô tả,1613741,"Khu du lịch biển Cam Bình, Cảng hàng không quốc tế Tân Sơn Nhất, nhà hàng Cam Bình",Khách sạn 3 sao,https://lh5.googleusercontent.com/p/AF1QipNJzAOa8scBj5ZH7IKtyyAqL6NyirMBm70l_Lg5=s10000,3.2,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Pet-friendly, Beach access, Restaurant, Full-service laundry"
Bình Thuận,Mandala Cham Bay Mũi Né Hotel,https://mandalahotels.com.vn/mandala-mui-ne,Không có mô tả,4085000,"Làng Chài Hòn Rơm, Cảng Hàng Không Quốc Tế Liên Khương, Swiss House Bar & Restaurant",Khách sạn 5 sao,https://images.trvl-media.com/lodging/92000000/91830000/91824900/91824820/e6e53074_z.jpg,2.4,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Spa, Beach access, Bar, Restaurant, Room service, Full-service laundry"
Bình Thuận,Sầm Sơn Boutique Hotel Phan Thiết,Không có link,Không có mô tả,1035390,"Bãi biển Phan Thiết, Cảng Hàng Không Quốc Tế Liên Khương, Nhà Hàng Thuỷ Tạ Sáu Lan Cầu Ké",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipP6tQit73-Xm51L-pQM1EY4qDHPXuFKNMXfUn04=s10000,3.1,"Free Wi-Fi, Beach access, Full-service laundry, Child-friendly"
Bình Thuận,Villa on private property with garden and pool in Mui Ne,Không có link,Không có mô tả,3795830,"Cảng Hàng Không Quốc Tế Liên Khương, Cháo Soup Nhật Bản Papa Dashi - Mũi Né",Không có hạng sao,https://media.vrbo.com/lodging/113000000/112530000/112529300/112529218/735a2f80.jpg,3.9,"Điều hòa nhiệt độ, Chấp nhận vật nuôi, Không hút thuốc, Máy giặt, Wi-Fi miễn phí"
Bình Thuận,Hải Âu Resort,Không có link,Không có mô tả,0,"美奈仙女溪, Cảng Hàng Không Quốc Tế Liên Khương, Nhà hàng my my",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOdfqmeuLm-CXuTqXYA8eq8vvD9dqRq3QAWXrKQ=s10000,4.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Thuận,Sea Lion Beach Resort,http://sealionresort.com/hamtien/,Không có mô tả,1757408,"Bãi Biển Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, L'Anmien Restaurant",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNxS07fhDWGiisS_-KddMCS5ig4UAY1bM570_74=s10000,4.3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness centre, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Child-friendly"
Bình Thuận,Ecohouse Villa,Không có link,Không có mô tả,660681,"Trường Dục Thanh, Ga Phan Thiết, Cảng Hàng Không Quốc Tế Liên Khương, CƠM NIÊU NƯỚNG NGÓI",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOefDgLQRh7SqhNrnZ9mE6XKtDAQEfsosdZsXeG=s10000,2.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Thuận,Apec Mandala Chambay Mũi Né,http://apecmandalachambaymuine.com/,Không có mô tả,1680000,"Làng Chài Hòn Rơm, Cảng Hàng Không Quốc Tế Liên Khương, Swiss House Bar & Restaurant",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMxBYznRurc3TTi4OG4JMNkLFGJ9UXRjifOa41E=s10000,2.4,"Free Wi-Fi, Free parking, Pools, Hot tub, Beach access, Restaurant, Full-service laundry"
Bình Thuận,Phương Nhung Hotel,http://phuongnhunghotel.com.vn/trang-chu.html,Không có mô tả,594000,"Chợ Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, Quán ăn Hải Sản Cô Tư (Quỳnh)",Khách sạn 2 sao,https://cdn.worldota.net/t/1024x768/content/0e/1c/0e1c18c9668c4488d09bb423d8be35f98122ca50.jpeg,3.5,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Pet-friendly, Kitchen in some rooms, Airport shuttle, Full-service laundry"
Bình Thuận,iHome Backpacker Resort,Không có link,Không có mô tả,675000,"Chợ Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, Quán ăn Hải Sản Cô Tư (Quỳnh)",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOuphlwHTao8rdeD3ihSPF7F6zXJ5_yD-qDR7n8=s10000,3.7,"Free Wi-Fi, Free parking, Outdoor pool, Pet-friendly, Beach access, Bar, Restaurant, Full-service laundry"
Bình Thuận,24 GOLD HOMESTAY,https://www.facebook.com/profile.php?id=100089646664310,Không có mô tả,1470000,"Circus Land, Cảng Hàng Không Quốc Tế Liên Khương, Villa Del Sol Restaurant",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipO5pBcErbMtJMTaKRLhFHSQ45J4yCz2HPgNBzrc=s10000,3.4,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Beach access, Kitchen in some rooms, Full-service laundry"
Bình Thuận,VillaSeaWiew Phan Rí-Tuy Phòng-Bình Thuận,Không có link,Không có mô tả,495000,"Gành Son, Cảng Hàng Không Quốc Tế Liên Khương, Nhà hàng tiệc cưới Tân Hải Hưng",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOFrCXX9dx7hF9YFYg1RRlGX2Tcq6weJ_THZWxG=s10000,3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Thuận,Wanderlust Hotel,Không có link,Không có mô tả,313986,"Chợ Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, Surfing Bird's WOK",Không có hạng sao,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/e2/e2/e0/caption.jpg?w=1900&h=1400&s=1,4.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Bình Thuận,Sealiks Ocean vita Codotel muine C326,https://www.bluepillow.com/search?p_id=589de54a7c00cb10c8d9457b&dest=bkng&cat=House&accomodationids=61ef0c90113b0ba9fb950001,Không có mô tả,975887,Cảng Hàng Không Quốc Tế Liên Khương,Không có hạng sao,https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/295021288.jpg?k=c89926752532aa773ead92b511d91a6b73d571a019c6ac9d7eada836eea66843&o=,3.1,"Điều hòa nhiệt độ, Ban công, Có đường ra bãi biển, Phù hợp với trẻ em, Trung tâm thể dục, Kệ bàn là, Bếp, Chấp nhận vật nuôi, Không hút thuốc, Truyền hình cáp, Máy giặt"
Bình Thuận,VIPOL MUI NE HOTEL & SPA ( Khách sạn 4 sao ),http://www.vipolmuine.com.vn/,Không có mô tả,1998240,"Bãi Biển Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, Nhà Hàng Kim Huệ",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPQBPCrI4QQZMKKlTofKysbHvwaNQrg9z_TZP5y=s10000,4.3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Beach access, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Bình Thuận,Blue Bay Muine Resort & Spa,Không có link,Không có mô tả,1148122,"Làng Chài Hòn Rơm, Cảng Hàng Không Quốc Tế Liên Khương, QUÁN ĂN 76",Khách sạn 3 sao,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/33/84/5c/blue-bay-mui-ne-resort.jpg?w=2100&h=1400&s=1,3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Beach access, Bar, Restaurant, Room service, Full-service laundry, Child-friendly"
Bình Thuận,Tường Boutique Resort,Không có link,Không có mô tả,1578560,"Suối Tiên - Mũi Né, Phan Thiết Văn phòng Xe Hạnh Cafe Mũi Né, Cảng Hàng Không Quốc Tế Liên Khương, Lâm Tòng Quán",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPXqJY1DDcSlzE53mxk-gJxQpjjqusVZAXsSZAi=s10000,4.4,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Pet-friendly, Beach access, Bar, Restaurant, Room service, Full-service laundry, Child-friendly, Smoke-free property"
Cà Mau,Phu Cuong Hotel - Ca Mau,https://phucuonghotel.com/,"Khách sạn sang trọng có nhà hàng, quán cà phê, phòng tập thể dục và bể bơi vô cực nhìn ra thành phố.",1336348,"Chùa Sắc Tứ Quan Âm Cổ Tự, Cảng Hàng Không Cà Mau, Cơm tấm hằng",Khách sạn 4 sao,https://lh5.googleusercontent.com/p/AF1QipM62Xw8tLWlwJUGLwvdYF0vvvrTMp59WEdExfoe=s10000,4.6,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Restaurant, Room service, Airport shuttle, Full-service laundry, Child-friendly"
Cà Mau,THE ONE HOTEL,Không có link,Không có mô tả,645830,"Càu mau chùa Monivongsa Bopharam, Cảng Hàng Không Cà Mau, Ẩm thực chay Sadhu Sadhu",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOCDhnr0OiQXrc08-7oSrHhRpGoVHErHtnDJKbT=s10000,3.5,"Free Wi-Fi, Free parking, Pet-friendly, Spa, Bar, Room service, Full-service laundry, Accessible, Child-friendly, Smoke-free property"
Cà Mau,Mường Thanh Luxury Cà Mau Hotel,https://booking.muongthanh.com/khach-san-muong-thanh-luxury-ca-mau,"Khách sạn sang trọng có phòng ốc cao cấp, quầy bar tầng thượng, nhà hàng, bể bơi ngoài trời và khu spa.",2647848,"Khu Tưởng niệm Chủ tịch Hồ Chí Minh, Cảng Hàng Không Cà Mau, Hotpot story Vincom Cà Mau",Khách sạn 4 sao,https://photos.hotelbeds.com/giata/original/69/691815/691815a_hb_l_001.jpg,3.8,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Cà Mau,Khách sạn Song Hùng,Không có link,Không có mô tả,380000,"Chùa Sắc Tứ Quan Âm Cổ Tự, Cảng Hàng Không Cà Mau, Cơm tấm hằng",Khách sạn 2 sao,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/de/d3/ad/song-hung-hotel.jpg?w=1900&h=1400&s=1,4.6,"Free Wi-Fi, Parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
Cà Mau,Khách Sạn The One Hotel 2,https://the-onehotel.vn/,Không có mô tả,1400354,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng Cánh Buồm Cà Mau",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOr_D8mmnf8Eeljl4QsPQ_6dgV4dd0Pcq1ayLrr=s10000,3.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Khách Sạn Đông Anh,Không có link,"Khách sạn bình dị có phòng tinh tế, nhà hàng, quán bar và sân hiên.",882274,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, SAYAKA - Nướng Lẩu Nhật Bản",Khách sạn 2 sao,https://cdn.worldota.net/t/1024x768/extranet/f0/13/f013e589fb15b457a7ab2902c9a5857fe6e5c272.jpeg,4.5,"Free Wi-Fi, Air conditioning, Restaurant, Full-service laundry, Child-friendly"
Cà Mau,Nhà Hàng Khách Sạn Ánh Nguyệt,http://anhnguyethotel.com/,"Khách sạn sang trọng có phòng ốc bình dân hoặc sang trọng, bể bơi ngoài trời, nhà hàng và phòng karaoke.",2100000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, HẢI SẢN LÊ LỌNG",Không có hạng sao,https://images.trvl-media.com/lodging/30000000/29680000/29670400/29670375/f7e6e2a5_z.jpg,4.6,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Spa, Bar, Restaurant, Airport shuttle, Full-service laundry, Child-friendly"
Cà Mau,Thiên Lộc Cà Mau Hotel,Không có link,Không có mô tả,530576,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng King Cua",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNZ_Oh6ZPTbS8q0r1JpYjPdGLd_vEyn3q5bVGzS=s10000,2.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Quoc Te Hotel,Không có link,Không có mô tả,600000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng Khách Sạn Ánh Nguyệt",Khách sạn 3 sao,https://lh5.googleusercontent.com/p/AF1QipMVtOVZaX7b_5MZPUmfIHL848IwwRa0pU3Rcdwr=s10000,4.4,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Khu Du Lịch Sinh Thái Thư Duy,http://thuduyresort.com/,Không có mô tả,1820000,"Cảng Hàng Không Cà Mau, Nhà Hàng King Cua",Không có hạng sao,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/85/ad/69/thu-duy-resort.jpg?w=1900&h=1100&s=1,2.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Nhà Khách Ken,Không có link,Không có mô tả,436008,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Ẩm Thực Sinh Thái MIỆT THỨ",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOgddMAUvWRGWpexozvp7ca48TPezTQxTc1SHOj=s10000,3.7,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Full-service laundry"
Cà Mau,Khách sạn Sao Kim,Không có link,Không có mô tả,1165000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà hàng",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPVfTBHSnBBVnXquj0ccj6jkdD9rot30D0WfBzF=s10000,4.1,"Free breakfast, Free Wi-Fi, Free parking, Restaurant, Full-service laundry"
Cà Mau,KHÁCH SẠN THANH TRUC CA MAU,Không có link,"Khách sạn ấm cúng, có nhà hàng, quán cà phê và phòng ở đơn giản. Một số phòng có ban công.",0,"Càu mau chùa Monivongsa Bopharam, Cảng Hàng Không Cà Mau, Ẩm Thực Ba Miền",Khách sạn 3 sao,https://images.trvl-media.com/lodging/40000000/39560000/39555000/39554943/746cb996_z.jpg,4.5,"Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry"
Cà Mau,Ruby Hotel,https://www.facebook.com/rubyhotel,Không có mô tả,468072,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Hủ tiếu mực A Vòi",Khách sạn 3 sao,https://lh5.googleusercontent.com/p/AF1QipOIdZe9UiNre7-zP694kZxjNFllLm46ycHD3BDo=s10000,4.1,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry, Child-friendly"
Cà Mau,Nhà khách Đông Bắc TP. Cà Mau,http://thongtincamau.com/,Không có mô tả,0,"Quảng trường Thanh Niên, Cảng Hàng Không Cà Mau, Ngoại Thành quán",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipP_9-ZiPblqM-adSM_L_HLu_Ib52K4MpBfP8Ntb=s10000,3.3,"Free Wi-Fi, Air conditioning, Full-service laundry"
Cà Mau,Khách Sạn Nam Kiều,Không có link,Không có mô tả,1203600,"Khu Tưởng niệm Chủ tịch Hồ Chí Minh, Cảng Hàng Không Cà Mau, Ẩm Thực Ba Miền",Khách sạn 3 sao,https://images.trvl-media.com/lodging/108000000/107240000/107237500/107237438/64921086_z.jpg,4.5,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry"
Cà Mau,Nhà Khách Vạn Thành,Không có link,Không có mô tả,340000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Ẩm Thực Sinh Thái MIỆT THỨ",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPCpNYGQ_BPEa3atuE57JzVvZIFh7i9rGPdH9qz=s10000,3.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Accessible"
Cà Mau,Khách Sạn Thanh Nhàn 1,Không có link,Không có mô tả,514841,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng King Cua",Khách sạn 2 sao,https://lh5.googleusercontent.com/p/AF1QipP2cBFgGluX-1a0P3Z4wQBK6VAOc59SEIox9T-n=s10000,2.9,"Free Wi-Fi, Free parking, Pool, Air conditioning, Full-service laundry"
